Air Quality,Water Quality,Earthquake Risk,Forest Fire Risk,Flooding Risk,Pollution Risk,Insurance Cost,Company
26,68,24,77,59,73,2745,Allstate
35,51,35,94,54,63,3306,Intact Insurance
92,91,59,94,62,92,2365,Intact Insurance
8,12,18,95,10,65,1295,Economical Insurance
1,31,29,24,42,33,1209,The Personal
6,27,48,69,34,89,1352,Economical Insurance
0,69,52,51,65,4,3203,Johnson Insurance
60,17,49,70,25,68,3145,Economical Insurance
65,64,0,31,46,93,3440,The Personal
5,3,23,63,18,73,1594,Johnson Insurance
24,52,44,85,93,12,2787,Allstate
46,34,44,19,53,64,1354,The Personal
37,4,83,23,23,76,3267,Belairdirect
66,76,32,58,30,54,2717,The Co-operators
76,15,100,20,90,17,1320,The Co-operators
45,91,90,32,0,44,3152,The Co-operators
62,38,94,15,82,65,3517,The Co-operators
75,62,84,4,69,66,3103,The Personal
39,46,84,31,61,21,1149,The Co-operators
32,92,12,18,21,11,3090,Johnson Insurance
37,1,36,85,61,100,2053,Johnson Insurance
78,5,80,29,10,87,1096,Economical Insurance
68,29,10,67,42,71,1188,Allstate
4,9,40,57,34,23,3184,Intact Insurance
85,13,74,61,20,40,2448,Allstate
44,44,21,20,40,50,2251,Economical Insurance
83,64,78,97,22,91,2552,Allstate
71,85,21,49,8,25,2374,The Personal
46,77,45,73,10,11,2409,The Co-operators
51,71,15,95,97,28,1707,The Co-operators
82,5,9,59,92,34,2971,Belairdirect
96,35,7,24,1,48,3289,Johnson Insurance
72,13,11,9,74,19,1068,Belairdirect
18,90,53,24,16,19,1352,The Personal
60,53,24,65,55,73,1462,Allstate
62,97,43,59,26,23,3085,Allstate
13,18,32,3,17,57,2228,Economical Insurance
82,40,49,79,61,51,2877,Economical Insurance
19,57,66,43,66,7,1533,Johnson Insurance
44,17,33,35,65,97,2269,Intact Insurance
46,83,77,1,74,27,2625,Allstate
2,99,30,51,11,92,1157,The Co-operators
97,53,64,50,44,43,2002,Allstate
49,52,95,40,61,69,2135,Belairdirect
9,99,18,73,0,96,3284,Intact Insurance
96,73,72,3,91,90,1859,Intact Insurance
60,31,4,67,24,52,1861,Allstate
23,88,36,54,5,55,3002,Johnson Insurance
98,41,97,21,41,11,1818,Economical Insurance
45,19,95,77,52,88,3117,Economical Insurance
42,52,90,39,12,23,3223,Intact Insurance
75,20,81,58,68,45,3156,Allstate
25,26,30,61,92,0,3272,Economical Insurance
20,65,39,33,47,9,1083,Economical Insurance
21,82,21,67,26,0,3003,Economical Insurance
57,95,89,24,69,2,3471,Belairdirect
57,54,69,36,74,90,1375,Economical Insurance
49,49,31,67,50,3,1295,The Co-operators
9,89,13,65,77,48,3451,The Co-operators
9,99,68,88,66,56,3186,The Co-operators
32,90,26,74,100,18,2287,Economical Insurance
47,45,67,51,83,63,3574,The Personal
28,11,48,47,7,35,1929,Johnson Insurance
5,57,39,60,88,15,1038,The Personal
2,72,11,82,43,15,3404,Belairdirect
91,78,2,29,94,61,1299,The Co-operators
90,69,0,55,64,28,1908,Johnson Insurance
84,68,82,21,40,63,1591,Intact Insurance
3,94,48,17,15,27,2773,Allstate
17,27,14,82,65,13,1224,Johnson Insurance
80,98,91,22,16,26,2368,Allstate
64,54,37,5,99,28,2314,Johnson Insurance
81,41,1,89,30,48,1399,The Co-operators
32,83,17,13,71,88,3266,Intact Insurance
70,60,93,49,31,83,3486,The Co-operators
91,55,21,35,66,54,2093,The Personal
90,98,96,6,15,31,3349,The Personal
46,51,19,54,65,48,2712,The Co-operators
72,23,97,25,76,30,2697,Belairdirect
0,52,78,91,68,54,2178,Johnson Insurance
25,14,41,33,24,88,2907,Intact Insurance
80,57,17,24,0,9,3364,Allstate
22,85,41,77,42,81,3122,Economical Insurance
87,4,5,26,76,89,1625,Belairdirect
28,50,4,91,8,40,1512,Allstate
78,79,32,16,8,10,1332,Belairdirect
92,59,63,45,95,44,2050,Belairdirect
37,26,2,45,16,23,2737,Johnson Insurance
75,40,73,72,89,75,3104,Belairdirect
35,39,94,56,71,97,1346,Allstate
84,16,38,25,0,20,1002,Allstate
99,15,40,68,4,99,2263,Economical Insurance
80,69,4,25,10,60,3259,Johnson Insurance
87,52,2,57,70,100,2774,Economical Insurance
43,81,75,55,72,79,2970,Allstate
71,82,64,45,66,46,1978,Belairdirect
83,57,56,26,60,53,2092,Allstate
93,15,9,7,64,34,1323,Belairdirect
18,91,79,12,33,50,2011,Intact Insurance
36,86,28,26,9,3,1760,The Co-operators
52,17,53,23,51,44,2291,Intact Insurance
36,7,90,5,77,57,1938,The Co-operators
74,84,84,81,23,66,3126,Johnson Insurance
83,76,61,47,80,24,1100,Allstate
43,26,25,51,81,95,1235,The Personal
61,16,65,87,74,30,3238,Belairdirect
35,53,65,5,63,58,1852,Johnson Insurance
26,2,25,82,90,3,2720,The Personal
45,6,92,0,83,58,2244,Intact Insurance
28,93,75,15,1,37,1350,The Personal
63,51,16,30,40,30,1840,Johnson Insurance
37,69,87,38,3,25,2199,Belairdirect
23,12,1,42,37,58,2377,The Co-operators
95,62,40,58,64,78,1524,The Personal
1,35,19,15,32,64,1504,The Co-operators
70,25,7,83,91,31,3318,Allstate
16,15,31,38,91,40,2610,The Co-operators
93,4,5,6,79,87,3068,The Personal
65,39,59,75,70,72,1246,Belairdirect
59,26,64,5,20,20,2579,Johnson Insurance
27,60,81,74,92,96,3324,The Personal
13,54,90,8,78,48,2181,Economical Insurance
38,93,20,8,15,11,2022,Johnson Insurance
27,27,37,9,50,73,3123,The Co-operators
33,19,15,96,0,36,3016,Johnson Insurance
88,0,93,12,74,79,1446,Allstate
47,97,62,1,79,31,1808,Intact Insurance
16,96,85,35,21,15,2661,Johnson Insurance
74,5,49,52,20,8,3381,Economical Insurance
85,25,4,11,69,7,3009,Intact Insurance
94,25,61,71,65,44,3119,Allstate
74,5,84,33,63,30,3317,Johnson Insurance
45,12,44,55,8,53,3424,The Co-operators
16,48,4,30,100,60,1012,Economical Insurance
81,41,96,44,8,95,2854,Economical Insurance
31,22,82,84,63,65,1174,Belairdirect
60,41,57,74,10,77,3393,The Personal
31,15,50,18,72,7,2322,Allstate
32,21,43,95,64,33,3064,Intact Insurance
2,50,52,0,88,54,2110,Economical Insurance
52,76,74,46,81,24,2484,Belairdirect
71,18,100,58,92,87,2209,Belairdirect
92,59,64,25,34,62,2024,Johnson Insurance
79,2,46,8,53,28,1521,Johnson Insurance
61,84,75,87,95,17,1290,Intact Insurance
85,79,69,63,82,87,3091,Economical Insurance
25,27,36,66,98,78,3501,The Personal
100,25,63,34,3,89,3213,Belairdirect
65,55,98,38,94,95,2564,Economical Insurance
6,73,22,52,12,19,1139,The Co-operators
71,77,88,97,71,1,1995,The Co-operators
90,70,55,65,28,69,2171,Johnson Insurance
69,63,60,14,52,72,1215,Belairdirect
6,90,30,47,33,81,1609,Belairdirect
22,13,47,29,22,88,2399,Allstate
55,24,41,78,29,31,2954,Allstate
75,83,56,99,63,56,2817,Intact Insurance
87,30,84,96,2,92,3574,Economical Insurance
7,75,2,94,69,29,3370,Intact Insurance
3,55,76,19,27,53,2805,Johnson Insurance
37,88,15,43,33,15,1331,Intact Insurance
31,95,40,49,36,23,1603,Intact Insurance
10,32,53,19,17,39,1801,Allstate
62,26,9,100,23,17,3130,Economical Insurance
87,40,93,36,93,4,3433,The Personal
27,47,25,12,1,28,1270,The Co-operators
24,60,51,88,67,41,3461,Intact Insurance
88,77,83,14,9,82,2567,Allstate
63,51,74,37,3,54,3205,Intact Insurance
87,14,21,67,36,100,1305,Intact Insurance
56,84,43,92,34,12,1673,Intact Insurance
98,15,19,99,67,67,2128,The Personal
36,15,29,57,80,20,1269,Intact Insurance
15,46,91,33,5,75,1300,Economical Insurance
61,69,0,70,92,20,2427,Belairdirect
71,45,96,39,58,71,2236,The Co-operators
42,82,35,91,37,25,3157,Intact Insurance
58,9,95,41,35,48,2858,Intact Insurance
81,65,38,67,61,89,2812,The Co-operators
48,63,91,45,74,70,1115,The Personal
51,23,72,85,24,60,2928,The Co-operators
54,98,98,68,97,68,3085,Intact Insurance
17,41,42,83,85,65,2865,The Co-operators
46,68,77,5,60,15,1676,Economical Insurance
99,58,58,67,31,39,2468,The Co-operators
34,46,37,81,82,60,3102,Economical Insurance
65,25,96,72,48,66,3490,Belairdirect
61,17,22,85,19,20,3012,The Co-operators
62,34,94,70,39,19,1919,Intact Insurance
31,95,10,99,52,34,1251,Allstate
29,100,24,96,86,59,1645,Allstate
1,42,19,1,24,68,2813,Economical Insurance
14,5,77,0,8,100,1325,The Personal
37,12,11,17,59,26,1853,Economical Insurance
0,15,50,81,37,79,1433,Belairdirect
20,49,89,28,97,26,2960,Belairdirect
53,8,83,95,46,23,2200,Belairdirect
49,96,78,91,54,76,3065,Belairdirect
98,15,8,37,35,88,1615,The Personal
43,30,53,77,10,31,1981,Intact Insurance
58,71,84,84,23,41,1469,Belairdirect
40,16,40,21,43,66,2288,Johnson Insurance
38,51,59,34,74,54,2338,The Co-operators
78,81,74,6,43,72,2972,The Co-operators
56,44,66,1,54,48,3098,Economical Insurance
97,53,45,72,84,99,2935,Johnson Insurance
84,10,77,61,22,31,1802,Allstate
72,52,58,57,5,30,2732,The Co-operators
22,2,50,89,4,25,1482,Johnson Insurance
19,77,37,81,25,2,1726,Belairdirect
31,78,26,88,52,54,3108,Economical Insurance
1,73,28,34,67,88,2660,Belairdirect
66,81,14,60,25,80,2400,Belairdirect
16,48,33,52,9,88,2644,Johnson Insurance
59,3,43,89,70,3,3256,Intact Insurance
90,85,20,30,65,89,2805,The Personal
67,89,28,80,87,37,1489,Intact Insurance
53,55,75,99,3,29,2914,The Co-operators
88,77,36,26,32,40,3226,The Personal
83,97,12,42,13,85,3368,The Personal
60,21,34,1,20,29,2880,Belairdirect
43,99,27,59,4,74,2277,The Personal
24,51,1,63,99,32,2795,The Co-operators
57,78,7,97,43,4,2835,Economical Insurance
79,1,0,75,29,80,3206,Intact Insurance
47,91,25,94,21,56,2435,Belairdirect
34,59,28,84,92,61,1515,Economical Insurance
7,58,37,89,56,9,2259,Belairdirect
45,82,47,77,31,99,1874,Allstate
23,21,76,52,51,42,2018,The Personal
99,36,64,5,23,27,1799,Belairdirect
69,71,8,18,63,8,1740,Belairdirect
92,47,23,78,73,48,2724,Johnson Insurance
81,90,81,71,67,7,2258,Belairdirect
89,96,17,19,98,47,2988,The Co-operators
58,69,68,73,81,1,1181,Belairdirect
57,94,47,82,9,72,2658,The Personal
81,92,43,13,93,57,2678,Allstate
68,38,53,93,6,46,2529,Economical Insurance
78,21,65,74,81,43,2348,Allstate
53,71,71,21,11,86,2943,Allstate
71,69,21,15,17,34,1584,Johnson Insurance
100,48,52,18,22,37,1082,The Co-operators
66,88,2,50,81,71,2451,Belairdirect
85,97,44,20,9,76,1777,The Co-operators
75,63,58,85,91,53,2492,Intact Insurance
35,89,1,21,71,9,3091,The Personal
78,42,90,54,2,62,2069,Allstate
6,91,72,60,50,10,2626,Economical Insurance
34,76,98,88,4,0,2178,The Co-operators
10,50,1,6,31,39,2970,Johnson Insurance
81,8,28,87,4,32,1679,Allstate
77,46,33,45,80,41,2231,The Co-operators
20,81,78,64,8,0,3260,Belairdirect
12,56,33,92,2,68,3298,Johnson Insurance
10,9,40,19,100,60,2079,Intact Insurance
92,46,94,2,41,71,3442,Allstate
48,35,48,77,72,91,2645,The Personal
56,95,5,11,26,76,1014,Johnson Insurance
18,54,47,18,25,10,1927,Economical Insurance
100,66,90,80,0,77,2565,The Personal
55,86,67,5,3,52,3035,The Personal
55,69,10,67,64,73,3137,The Co-operators
68,30,6,67,95,67,1216,Economical Insurance
72,40,26,81,54,7,1070,Belairdirect
78,91,3,46,50,36,2014,Belairdirect
23,89,68,87,35,81,3497,Allstate
11,13,50,60,91,84,2849,The Co-operators
51,30,39,23,45,28,2301,Intact Insurance
27,7,92,45,84,53,1586,Johnson Insurance
62,75,81,50,17,12,3326,Johnson Insurance
96,59,18,68,14,58,2175,Economical Insurance
71,30,86,79,13,31,1395,The Personal
49,46,42,0,42,31,2926,Intact Insurance
56,50,26,54,11,45,3418,The Personal
41,89,5,40,64,3,1677,Belairdirect
31,86,69,87,7,60,1706,The Co-operators
42,59,27,60,32,5,1586,Economical Insurance
22,49,76,28,19,12,1912,Economical Insurance
79,54,61,4,19,69,2551,Intact Insurance
94,73,63,34,41,88,1229,Johnson Insurance
100,15,5,92,40,8,3307,Intact Insurance
76,39,85,61,8,17,1427,Intact Insurance
30,64,93,39,94,75,2563,Intact Insurance
54,72,17,32,96,94,2689,Economical Insurance
43,56,50,35,56,72,2005,Johnson Insurance
93,92,41,60,69,96,2987,Allstate
59,28,41,57,99,100,1611,Belairdirect
93,28,88,39,71,64,2251,The Co-operators
26,0,0,61,58,79,2145,Johnson Insurance
46,44,8,94,81,97,2467,Intact Insurance
9,15,23,61,94,4,1031,Allstate
53,49,68,89,12,14,1061,Belairdirect
51,91,60,0,4,0,1659,Johnson Insurance
21,15,34,52,86,30,1605,The Personal
71,38,28,88,29,30,1346,Intact Insurance
71,15,84,63,52,6,1338,Allstate
47,44,31,25,21,62,3216,The Co-operators
80,97,17,5,0,4,1741,The Personal
69,63,8,33,79,56,3114,Intact Insurance
72,14,61,21,89,68,1691,The Co-operators
39,69,63,60,28,18,1773,The Personal
68,58,62,67,55,19,2052,The Personal
65,51,41,61,49,91,3427,Intact Insurance
2,17,21,44,70,38,2083,Economical Insurance
38,41,48,71,2,29,3453,Economical Insurance
33,83,45,100,9,5,2448,Allstate
60,83,29,74,0,55,1798,Johnson Insurance
55,15,73,40,43,40,1901,Economical Insurance
53,36,21,26,68,77,2538,The Co-operators
89,16,11,84,85,100,2875,Allstate
53,44,71,34,21,58,1331,Economical Insurance
70,31,90,14,9,55,3349,The Co-operators
2,99,66,52,0,5,2928,Johnson Insurance
47,19,87,71,95,56,3035,The Personal
34,20,41,61,89,77,2692,Belairdirect
91,72,68,79,57,42,1806,Johnson Insurance
29,36,19,82,1,5,1829,Economical Insurance
97,45,47,39,73,9,2157,The Personal
85,31,85,90,50,66,3526,Belairdirect
24,42,11,97,70,22,2541,Economical Insurance
35,20,25,98,6,1,1037,The Personal
23,82,58,60,53,0,2848,The Co-operators
3,5,56,10,62,21,3500,Belairdirect
66,39,81,2,71,75,3361,The Co-operators
42,89,70,94,15,63,2829,Intact Insurance
47,97,43,92,85,18,3169,Johnson Insurance
99,21,30,26,17,82,3125,The Co-operators
95,17,75,81,3,100,1708,The Personal
31,31,65,84,92,2,2678,The Co-operators
24,18,63,42,88,19,1193,The Co-operators
8,91,28,18,50,65,1964,The Co-operators
64,90,2,45,49,15,1755,The Co-operators
71,83,26,17,46,58,2120,Economical Insurance
6,73,90,4,79,96,1179,Intact Insurance
100,95,75,21,67,16,1577,Economical Insurance
44,49,32,4,61,46,3397,Allstate
80,6,81,45,62,41,2326,Johnson Insurance
49,37,11,80,50,7,1838,The Co-operators
35,34,90,69,57,54,2373,Intact Insurance
23,85,1,74,55,86,2896,Allstate
38,74,45,82,11,58,3287,Allstate
97,1,63,51,27,91,2690,Belairdirect
39,55,45,72,78,7,3413,The Co-operators
27,18,10,15,66,69,2461,Belairdirect
6,28,27,14,50,14,3216,Allstate
43,100,28,7,6,79,1855,Economical Insurance
79,12,67,25,57,11,3140,Allstate
23,67,24,81,24,61,3332,Allstate
76,22,56,5,49,70,2662,Intact Insurance
58,88,64,59,72,100,3404,Allstate
94,26,84,24,76,31,3447,Intact Insurance
62,26,92,65,100,94,3417,Intact Insurance
73,58,20,8,43,55,1105,Johnson Insurance
52,1,33,73,50,51,3100,Intact Insurance
12,52,40,76,65,23,2794,Belairdirect
59,13,37,25,8,6,1407,The Co-operators
6,15,86,38,83,23,3158,Allstate
95,44,100,55,72,61,1274,Economical Insurance
49,64,81,70,20,53,1603,The Personal
97,93,69,34,86,29,2915,Johnson Insurance
77,64,15,72,11,30,2545,Economical Insurance
21,3,37,6,9,48,3277,Johnson Insurance
96,11,73,49,80,22,1953,Intact Insurance
76,90,20,5,50,51,1692,Intact Insurance
52,9,29,9,3,29,2107,The Personal
18,70,29,2,41,35,2427,Economical Insurance
42,2,4,2,67,19,1026,The Co-operators
4,92,54,85,86,7,2017,The Co-operators
13,64,93,78,9,35,3002,Economical Insurance
59,31,45,62,0,32,2376,Allstate
34,29,35,7,94,68,2054,The Personal
77,9,70,65,100,74,2644,Economical Insurance
44,86,98,85,86,19,1133,Johnson Insurance
76,2,63,29,92,13,2543,Economical Insurance
9,57,55,80,25,17,3311,The Personal
65,11,26,63,100,11,2193,Intact Insurance
81,50,39,97,33,69,2879,The Personal
91,51,29,8,48,81,1810,Intact Insurance
93,33,57,39,69,35,2315,Belairdirect
1,46,40,42,81,67,1761,Intact Insurance
62,81,76,5,15,73,3250,Johnson Insurance
63,54,2,38,32,2,3435,The Personal
22,82,47,68,50,4,1535,The Co-operators
57,37,47,92,39,58,3441,Allstate
23,42,75,12,54,13,3372,The Personal
12,46,43,11,17,2,1229,The Co-operators
60,58,78,83,21,70,2732,Johnson Insurance
91,31,29,91,11,62,2161,Johnson Insurance
73,39,32,53,39,45,2192,Belairdirect
52,83,58,23,32,16,2480,Allstate
21,39,95,84,13,76,2069,Allstate
21,14,51,19,27,72,2506,Intact Insurance
10,34,88,73,98,39,2428,Johnson Insurance
93,92,46,44,34,100,2170,Allstate
90,88,37,17,40,85,1876,Economical Insurance
99,6,5,91,74,54,1807,Economical Insurance
1,31,39,72,1,70,3193,The Co-operators
21,91,5,43,9,83,1669,Belairdirect
93,41,97,46,82,100,1921,Economical Insurance
32,34,34,57,67,73,1712,The Personal
36,22,24,1,60,63,1974,The Personal
92,19,6,66,24,2,1611,Intact Insurance
93,75,90,16,93,50,1414,Intact Insurance
80,42,0,72,5,61,3092,The Personal
9,3,31,53,71,79,2048,Intact Insurance
98,37,63,51,77,24,2032,Economical Insurance
56,17,83,56,88,34,2961,Intact Insurance
97,96,23,87,65,94,1339,The Personal
88,92,64,62,25,7,1599,Allstate
24,74,89,21,49,20,2848,Johnson Insurance
4,83,36,46,9,91,2678,The Personal
75,88,92,38,47,82,2283,Allstate
89,3,50,46,36,32,2104,Economical Insurance
30,51,90,69,61,78,2092,Allstate
60,87,39,10,31,51,2223,Johnson Insurance
56,4,64,33,0,74,3135,Johnson Insurance
90,38,71,32,58,83,2473,The Personal
7,55,57,29,2,8,2923,The Personal
2,89,24,82,0,91,1445,Belairdirect
89,94,93,84,71,33,2170,Belairdirect
20,6,76,68,9,14,2035,The Co-operators
28,38,7,67,8,26,2570,The Personal
40,6,70,25,73,93,2580,Allstate
55,0,13,61,91,9,3149,Allstate
63,3,70,87,66,62,2858,Allstate
63,13,88,93,97,50,2460,Allstate
75,77,30,84,17,10,1617,Belairdirect
61,76,99,3,74,55,2724,Economical Insurance
43,25,80,9,73,27,3265,The Personal
59,17,26,55,1,75,2669,The Personal
69,91,4,7,6,39,1519,Intact Insurance
13,5,82,91,93,86,3349,The Co-operators
96,6,14,11,72,62,3141,Johnson Insurance
19,25,50,4,50,2,1885,Economical Insurance
10,31,33,38,26,69,1305,Johnson Insurance
10,39,85,6,21,66,2996,Intact Insurance
91,98,93,98,38,27,1907,The Personal
85,12,81,58,84,2,1431,The Co-operators
70,31,69,61,75,37,1957,The Personal
78,91,30,73,40,87,2235,Economical Insurance
22,67,97,75,47,25,3154,Johnson Insurance
91,46,37,81,47,82,2595,The Co-operators
63,87,38,50,52,29,3544,Economical Insurance
4,87,66,9,95,55,3591,The Personal
47,92,51,36,10,82,3493,Economical Insurance
69,70,0,98,48,37,2321,Economical Insurance
89,16,89,54,23,100,2137,The Personal
14,19,96,86,88,29,2808,The Personal
5,30,73,26,48,82,3138,Johnson Insurance
65,67,66,23,10,19,2473,Belairdirect
25,4,71,55,16,97,3233,Intact Insurance
70,62,29,6,32,28,1853,Allstate
100,58,82,100,50,45,2530,Intact Insurance
77,44,97,68,3,14,2704,The Co-operators
49,63,93,67,34,36,3413,The Co-operators
91,34,38,44,94,95,3203,The Personal
89,14,82,17,16,99,2830,Johnson Insurance
11,66,65,21,89,53,2213,Intact Insurance
94,39,47,18,21,33,3216,Economical Insurance
86,44,13,75,53,24,1990,Allstate
52,68,51,13,41,46,2986,The Personal
89,40,46,24,84,46,3529,Belairdirect
30,48,16,78,65,22,1254,Belairdirect
90,19,27,99,46,8,3234,Belairdirect
77,4,90,36,47,78,1563,Belairdirect
97,57,22,8,4,70,2815,Belairdirect
29,52,43,12,66,87,2793,Belairdirect
86,55,2,18,52,73,2265,Johnson Insurance
56,27,96,16,11,95,2258,Economical Insurance
59,32,70,88,73,6,1683,The Co-operators
53,16,70,99,97,20,1237,Belairdirect
26,69,43,89,2,58,3218,Allstate
40,39,67,97,28,81,3457,The Co-operators
42,21,96,82,91,27,1967,The Co-operators
70,72,38,51,51,25,2892,Belairdirect
90,42,89,57,11,3,2761,The Personal
92,99,52,41,19,33,1322,The Co-operators
34,55,41,67,60,12,2366,Economical Insurance
59,43,83,47,69,55,2381,Johnson Insurance
97,79,20,53,100,90,3550,The Personal
67,25,53,54,59,68,1544,Belairdirect
45,93,67,19,39,27,1870,Economical Insurance
9,56,41,90,98,48,1255,The Co-operators
76,11,14,44,58,94,1818,Economical Insurance
0,45,45,28,88,41,2154,Allstate
38,26,90,47,83,70,2516,Intact Insurance
65,73,32,50,29,86,2446,Intact Insurance
2,39,11,3,65,37,2844,Intact Insurance
73,1,6,49,83,12,3498,Belairdirect
96,56,40,2,71,93,3111,The Personal
49,92,74,67,69,81,1889,Allstate
40,4,29,46,45,90,1965,The Personal
49,71,7,39,3,32,2138,The Co-operators
84,13,32,32,73,58,3089,Allstate
77,28,31,98,14,56,1545,Economical Insurance
65,51,77,21,12,71,1151,Intact Insurance
48,90,53,45,20,39,1127,Intact Insurance
95,6,45,32,88,5,2333,The Co-operators
64,36,14,60,57,88,3107,Intact Insurance
95,17,91,27,43,78,3544,The Co-operators
35,91,80,67,49,53,2437,Johnson Insurance
75,74,1,56,21,81,2746,Economical Insurance
30,27,3,40,76,60,2909,The Personal
56,62,64,82,37,85,2050,The Co-operators
73,23,78,20,84,56,2756,Intact Insurance
41,26,5,19,38,92,1709,Johnson Insurance
88,74,3,15,22,95,2723,Johnson Insurance
10,16,51,82,81,66,2860,Allstate
100,64,77,81,8,61,2174,Intact Insurance
83,82,31,28,17,81,2950,Belairdirect
52,42,54,3,38,42,2516,Intact Insurance
84,85,31,42,45,66,2138,Johnson Insurance
31,34,81,77,28,86,2191,Belairdirect
13,60,6,72,5,92,2524,The Personal
35,1,36,48,47,54,1436,The Personal
54,36,30,74,31,63,2004,Johnson Insurance
87,77,60,74,69,82,3425,Johnson Insurance
55,62,34,73,38,86,2316,The Co-operators
57,61,9,76,55,47,1173,Intact Insurance
76,100,20,16,37,3,2847,Allstate
42,31,77,50,4,28,2425,Allstate
47,48,59,74,99,0,2825,Economical Insurance
5,60,8,16,73,89,1599,Allstate
14,81,69,77,23,39,3271,The Co-operators
50,25,59,22,65,76,2218,The Personal
40,4,74,50,10,3,1003,The Personal
87,8,19,24,24,32,1071,Belairdirect
35,8,67,29,78,84,2312,Johnson Insurance
74,65,98,5,48,100,2261,Belairdirect
2,99,91,67,64,61,1962,The Co-operators
90,83,41,29,33,61,2687,Allstate
43,72,26,69,64,34,3121,Allstate
49,31,100,42,44,28,1634,Intact Insurance
38,6,5,47,69,37,2460,Allstate
15,59,59,41,23,100,2079,Intact Insurance
22,10,71,75,82,10,1369,The Personal
81,54,15,86,67,21,1419,Economical Insurance
87,22,45,36,62,38,3270,The Co-operators
100,5,62,33,41,79,2653,Economical Insurance
26,30,96,18,87,89,1635,Allstate
11,43,59,67,79,9,1494,Johnson Insurance
59,69,61,0,48,25,3363,Intact Insurance
7,67,73,29,64,19,1861,Allstate
15,0,26,14,43,9,3099,Belairdirect
86,73,49,75,6,87,2396,Allstate
55,0,24,33,16,19,1458,Allstate
43,67,91,53,88,94,3256,The Personal
71,73,33,91,34,70,1539,The Personal
13,87,78,98,10,93,3319,The Personal
31,13,1,12,98,98,1590,Allstate
12,30,60,56,45,50,1765,The Personal
36,68,40,4,96,74,1359,Belairdirect
64,65,61,5,39,67,2345,The Personal
71,19,53,58,8,13,2706,Johnson Insurance
